"cod_isco6","Parent","txt_isco6"
11101001,61300,"Contadino di montagna | Contadina di montagna"
11101002,61300,"Contadino (piccolo proprietario rurale) | Contadina (piccola proprietaria rurale)"
11101003,61300,"Contadino | Contadina"
11101004,61300,"Agricoltore | Agricoltrice"
11101005,61300,"Fittavolo | Fittavola"
11101007,61300,"Coltivatore agricolo | Coltivatrice agricola"
11101008,61300,"Agricoltore allevatore di bestiame | Agricoltrice allevatrice di bestiame"
11101009,92130,"Aiutante d'azienda agricola"
11101010,61300,"Agricoltore, maestro EPS | Agricoltrice, maestra EPS"
11101011,92130,"Bracciante agricolo | Bracciante agricola"
11101012,61300,"Massaio rurale dipl. APF | Massaia rurale dipl. APF"
11101013,61300,"Agricoltore/Esercente | Agricoltrice/Esercente"
11101014,61300,"Consulente e collaboratore agricolo | Consulente e collaboratrice agricola"
11101016,61300,"Dirigente agricolo | Dirigente agricola"
11101017,61300,"Agricoltore frutticoltore | Agricoltrice frutticoltrice"
11101018,61300,"Agricoltore vignaiolo | Agricoltrice vignaiola"
11101019,61300,"Contadino giardiniere | Contadina giardiniera"
11101020,61300,"Fattore | Fattora"
11101021,61300,"Agricoltore (esame di capacità) | Agricoltrice (esame di capacità)"
11101022,61300,"Contadino APF | Contadina APF"
11101023,61300,"Agricoltore, maestro | Agricoltrice, maestra"
11101024,61300,"Massaio rurale dipl. | Massaia rurale dipl."
11101025,61300,"Contadino, dipl. EPS | Contadina, dipl. EPS"
11101026,61300,"Agricoltore, agricoltura biologica | Agricoltrice, agricoltura biologica"
11101027,61300,"Agricoltore APF | Agricoltrice APF"
11101028,61211,"Contadino di montagna/casaro alpigiano | Contadina di montagna/casara alpigiana"
11101029,61300,"Specialista in agricoltura biodinamica, APF"
11101030,61300,"Addetto alle attività agricole CFP | Addetta alle attività agricole CFP"
11101031,61300,"Addetto alle attività agricole CFP, agricoltura | Addetta alle attività agricole CFP, agricoltura"
11101032,61300,"Responsabile d'economia domestica rurale APF | Contadina APF"
11101033,61300,"Agricoltore AFC | Agricoltrice AFC"
11101034,61300,"Maestro agricoltore, dipl. EPS | Maestra agricoltrice, dipl. EPS"
11101035,61300,"Agricoltore Demeter | Agricoltrice Demeter"
11101036,61300,"Responsabile d'economia domestica rurale, dipl. EPS | Contadina, dipl. EPS"
11101037,61300,"Responsabile di azienda agricola APF"
11101038,61211,"Responsabile dell'alpe"
11102001,92130,"Garzone agricolo | Garzona agricola"
11102002,92130,"Domestico agricolo | Domestica agricola"
11102003,92130,"Ausiliario agricolo | Ausiliaria agricola"
11102004,92130,"Aiuto carrettiere | Aiuto carrettiera"
11102005,92120,"Garzone di stalla | Garzona di stalla"
11102006,92130,"Giornaliero agricolo | Giornaliera agricola"
11102007,92130,"Capobracciante"
11102008,92130,"Operaio agricolo | Operaia agricola"
11102009,92120,"Mungitore | Mungitrice"
11102010,92130,"Impiegato agricolo | Impiegata agricola"
11102011,92130,"Aiuto agricolo | Aiuto agricola"
11102012,92130,"Carrettiere | Carrettiera"
11102013,61211,"Pastore (pastori e guardiani di animali) | Pastora (pastori e guardiani di animali)"
11102014,61211,"Pastore alpigiano | Pastora alpigiana"
11102015,92120,"Vaccaro | Vaccara"
11102016,92120,"Stalliere | Stalliera"
11102017,83410,"Conducente di trattore agricolo"
11102018,92110,"Raccoglitore | Raccoglitrice"
11102019,92130,"Aiuto domestico (settore agricolo) | Aiuto domestica (settore agricolo)"
11102020,92120,"Garzone di scuderia | Garzona di scuderia"
11102021,92130,"Lavoratore agricolo | Lavoratrice agricola"
11102022,92130,"Operaio di fattoria | Operaia di fattoria"
11102023,92130,"Ausiliario agricolo | Ausiliaria agricola"
11103001,13110,"Amministratore di beni patrimoniali | Amministratrice di beni patrimoniali"
11103002,13110,"Proprietario terriero | Proprietaria terriera"
11103003,32400,"Tecnico per l'inseminazione artificiale | Tecnica per l'inseminazione artificiale"
11103004,32400,"Addetto alla fecondazione artificiale | Addetta alla fecondazione artificiale"
11103005,31420,"Agrotecnico ingegnere | Agrotecnica ingegnere"
11103006,31410,"Tecnico della protezione delle piante | Tecnica della protezione delle piante"
11103007,61300,"Amministratore agricolo | Amministratrice agricola"
11103008,92110,"Raccoglitore di piante medicinali | Raccoglitrice di piante medicinali"
11103009,75440,"Cacciatopi"
11103010,21320,"Esperto agricolo | Esperta agricola"
11103011,83410,"Trebbiatore | Trebbiatrice"
11103012,83410,"Conducente di trebbiatrici"
11103013,61300,"Amministratore d'azienda agricola | Amministratrice d'azienda agricola"
11103014,61300,"Agricoltore di colture speciali | Agricoltrice di colture speciali"
11103015,21320,"Consulente agricolo | Consulente agricola"
11103016,32570,"Ispettore di bestiame | Ispettrice di bestiame"
11103017,61300,"Capocoltivatore | Capocoltivatrice"
11103018,92130,"Assistente agricolo | Assistente agricola"
11103019,43210,"Amministratore del registro d'allevamento | Amministratrice del registro d'allevamento"
11103020,75440,"Cacciatalpe"
11103021,92110,"Raccoglitore di licheni | Raccoglitrice di licheni"
11103022,61300,"Amministratore agricolo | Amministratrice agricola"
11103023,33590,"Esperto allevatore | Esperta allevatrice"
11103024,92110,"Trebbiatore | Trebbiatrice"
11103025,92120,"Operaio di allevamento | Operaia di allevamento"
11103026,21320,"Esperto in mungitura | Esperta in mungitura"
11103027,21320,"Consulente in mungitura"
11103028,21320,"Consulente nella coltivazione delle piante"
11103029,21320,"Specialista di cereali"
11103030,21320,"Consulente in coltivazione"
11103031,31420,"Consulente in concime"
11103032,21320,"Consulente in protezione delle piante"
11103033,61100,"Addetto alle attività agricole CFP, colture speciali | Addetta alle attività agricole CFP, colture speciali"
11103034,21320,"Consulente rurale, dipl. EPS"
11103035,75440,"Specialista nella lotta contro le neofite"
11103036,32570,"Ispettore agricolo | Ispettrice agricola"
11103037,33220,"Consulente in alimentazione degli animali"
11201001,61121,"Pomologo | Pomologa"
11201002,31420,"Tecnico in frutticoltura | Tecnica in frutticoltura"
11201003,61121,"Arboricoltore (frutticoltura) | Arboricoltrice (frutticoltura)"
11201004,21320,"Consulente frutticoltore | Consulente frutticoltrice"
11201005,61121,"Esperto in frutticoltura | Esperta in frutticoltura"
11201006,61121,"Frutticoltore | Frutticoltrice"
11201007,61121,"Frutticoltore, maestro EPS | Frutticoltrice, maestra EPS"
11201008,61121,"Frutticoltore e viticoltore | Frutticoltrice e viticoltrice"
11201009,92110,"Cernitore di frutta | Cernitrice di frutta"
11201010,61121,"Frutticoltore | Frutticoltrice"
11201011,61121,"Addetto alla cura delle piante | Addetta alla cura delle piante"
11201012,92110,"Coglitore di frutta | Coglitrice di frutta"
11201013,32570,"Ispettore in frutticoltura | Ispettrice in frutticoltura"
11201014,61121,"Frutticoltore, maestro | Frutticoltrice, maestra"
11201015,61121,"Frutticoltore APF | Frutticoltrice APF"
11201016,61121,"Frutticoltore e viticoltore | Frutticoltrice e viticoltrice"
11201017,61121,"Produttore di frutta | Produttrice di frutta"
11201018,61121,"Frutticoltore AFC | Frutticoltrice AFC"
11201019,61121,"Maestro frutticoltore EPS | Maestra frutticoltrice EPS"
11201020,61121,"Responsabile di azienda frutticola APF"
11201021,61121,"Produttore di frutti e bacche | Produttrice di frutti e bacche"
11202001,61122,"Viticoltore | Viticoltrice"
11202002,61122,"Viticoltore | Viticoltrice"
11202003,61122,"Vignaiolo cantiniere | Vignaiola cantiniera"
11202004,61122,"Viticoltore, affittuario | Viticoltrice, affittuaria"
11202005,61122,"Maestro viticoltore | Maestra viticoltrice"
11202006,92110,"Collaboratore vignaiolo | Collaboratrice vignaiola"
11202007,33590,"Commissario in viticoltura | Commissaria in viticoltura"
11202008,61122,"Viticoltore, maestro EPS | Viticoltrice, maestra EPS"
11202009,92110,"Operaio vignaiolo | Operaia vignaiola"
11202010,61122,"Viticoltore | Viticoltrice"
11202011,92110,"Vendemmiatore | Vendemmiatrice"
11202012,92110,"Aiuto viticoltore | Aiuto viticoltrice"
11202013,61122,"Viticoltore, maestro | Viticoltrice, maestra"
11202014,61122,"Viticoltore APF | Viticoltrice APF"
11202015,61122,"Viticoltore | Viticoltrice"
11202016,92110,"Innestatore di viti | Innestatrice di viti"
11202017,61122,"Viticoltore AFC | Viticoltrice AFC"
11202018,81602,"Addetto alle attività agricole CFP, vinificazione | Addetta alle attività agricole CFP, vinificazione"
11202019,61122,"Maestro viticoltore EPS | Maestra viticoltrice EPS"
11202020,61122,"Responsabile di azienda viticola APF"
11203001,61132,"Funghicoltore | Funghicoltrice"
11203002,61110,"Agricoltore orticoltore | Agricoltrice orticoltrice"
11203003,61110,"Agricoltore orticoltore EPS | Agricoltrice orticoltrice EPS"
11203004,61132,"Tabacchicoltore | Tabacchicoltrice"
11203005,61110,"Coltivatore di asparagi | Coltivatrice di asparagi"
11203006,92110,"Coltivatore di prataioli | Coltivatrice di prataioli"
11203007,61110,"Orticoltore, maestro EPS | Orticoltrice, maestra EPS"
11203008,61110,"Giardiniere orticoltore | Giardiniera orticoltrice"
11203009,61300,"Bioagricoltore | Bioagricoltrice"
11203010,61132,"Biogiardiniere | Biogiardiniera"
11203011,92110,"Operaio-orticoltore | Operaia-orticoltrice"
11203012,61132,"Coltivatore di funghi | Coltivatrice di funghi"
11203013,61110,"Orticoltore | Orticoltrice"
11203014,61110,"Agricoltore orticoltore, maestro | Agricoltrice orticoltrice, maestra"
11203015,61110,"Orticoltore, maestro | Orticoltrice, maestra"
11203016,61110,"Orticoltore, maestro EPS | Orticoltrice, maestra EPS"
11203017,61121,"Frutticoltore e orticoltore | Frutticoltrice e orticoltrice"
11203018,61121,"Frutticoltore e orticoltore | Frutticoltrice e orticoltrice"
11203019,61110,"Coltivatore di ortaggi biologici | Coltivatrice di ortaggi biologici"
11203020,61110,"Orticoltore di prodotti biologici | Orticoltrice di prodotti biologici"
11203021,61110,"Produttore di ortaggi | Produttrice di ortaggi"
11203022,61110,"Orticoltore AFC | Orticoltrice AFC"
11203023,61110,"Coltivatore di luppolo | Coltivatrice di luppolo"
11203024,61110,"Responsabile di azienda orticola APF"
11301001,92120,"Staffiere | Staffiera"
11301002,61212,"Cavallerizzo | Cavallerizza"
11301003,61211,"Addetto all'ingrasso di bestiame | Addetta all'ingrasso di bestiame"
11301004,61212,"Palafreniere | Palafreniera"
11301005,61211,"Capostalliere | Capostalliera"
11301006,61290,"Allevatore | Allevatrice"
11301007,61211,"Allevatore di bovini | Allevatrice di bovini"
11301008,61212,"Custode di cavalli"
11301009,61212,"Capostabilimento di allevamento di cavalli"
11301010,61211,"Allevatore di bestiame grosso | Allevatrice di bestiame grosso"
11301011,61212,"Responsabile di pensione per cavalli"
11301012,61300,"Agricoltore addetto alla cura dei cavalli | Agricoltrice addetta alla cura dei cavalli"
11301013,31420,"Esperto in bovini | Esperta in bovini"
11301014,61212,"Cavallerizzo scudiere | Cavallerizza scudiera"
11301015,61212,"Allevatore di cavalli | Allevatrice di cavalli"
11301016,61212,"Custode di stazione di monta equina"
11301017,61212,"Proprietario di scuderia | Proprietaria di scuderia"
11301018,92120,"Conducente in stabilimento di monta equina"
11301019,61212,"Cavallerizzo | Cavallerizza"
11301020,61212,"Cavallerizzo APF | Cavallerizza APF"
11301021,61211,"Allevatore di bestiame | Allevatrice di bestiame"
11301022,92120,"Impiegato di centro equestre | Impiegata di centro equestre"
11301023,61212,"Allevatore di cavalli | Allevatrice di cavalli"
11301024,61212,"Professionista del cavallo AFC"
11301025,61212,"Custode di cavalli CFP"
11301026,61212,"Professionista del cavallo AFC, cure"
11301027,61212,"Professionista del cavallo AFC, monta classica"
11301028,61212,"Professionista del cavallo AFC, monta western"
11301029,61212,"Professionista del cavallo AFC, cavalli d'andatura"
11301030,61212,"Professionista del cavallo AFC, corse"
11301031,61211,"Allevatore d'alpaca | Allevatrice d'alpaca"
11301032,61212,"Esperto del settore cavallo, dipl. EPS | Esperta del settore cavallo, dipl. EPS"
11301033,61212,"Specialista del settore cavallo APF"
11301034,61212,"Specialista del settore cavallo APF, assistenza e servizi"
11301035,61212,"Specialista del settore cavallo APF, monta classica"
11301036,61212,"Specialista del settore cavallo APF, monta western"
11301037,61212,"Specialista del settore cavallo APF, cavalli d'andatura"
11301038,61212,"Specialista del settore cavallo APF, cavalli da corsa"
11301039,61212,"Specialista del settore cavallo APF, attacchi"
11301040,61212,"Professionista del cavallo AFC, attacchi"
11301041,61212,"Professionista del cavallo AFC, cura del cavallo"
11301042,61212,"Professionista del cavallo AFC, cavalli da corsa"
11302001,61211,"Allevatore di pecore | Allevatrice di pecore"
11302002,61290,"Allevatore di cani | Allevatrice di cani"
11302003,61290,"Allevatore di animali da pelliccia | Allevatrice di animali da pelliccia"
11302004,61290,"Coniglicoltore | Coniglicoltrice"
11302005,92120,"Aiuto allevatore di suini | Aiuto allevatrice di suini"
11302006,61211,"Allevatore di caprini | Allevatrice di caprini"
11302007,61211,"Allevatore di bestiame minuto | Allevatrice di bestiame minuto"
11302008,61211,"Allevatore di suini | Allevatrice di suini"
11302009,61211,"Pecoraio | Pecoraia"
11302010,61211,"Porcaio | Porcaia"
11302011,61211,"Porcaio | Porcaia"
11302012,61211,"Capraio | Capraia"
11302013,61211,"Consulente di allevamenti suini"
11302014,61211,"Addetto all'ingrasso di maiali | Addetta all'ingrasso di maiali"
11302015,51640,"Addetto alla cura di cani | Addetta alla cura di cani"
11302016,61211,"Guardapecore (pecoraio) | Guardapecore (pecoraia)"
11302017,61211,"Allevatore di suini | Allevatrice di suini"
11302018,61211,"Allevatore di bestiame minuto | Allevatrice di bestiame minuto"
11302019,61211,"Allevatore di pecore | Allevatrice di pecore"
11302020,61290,"Allevatore di piccoli animali | Allevatrice di piccoli animali"
11302021,61211,"Allevatore di pecore | Allevatrice di pecore"
11302022,61211,"Allevatore di capre | Allevatrice di capre"
11302023,61211,"Allevatore di capre | Allevatrice di capre"
11303001,61220,"Allevatore di piccioni viaggiatori | Allevatrice di piccioni viaggiatori"
11303002,61220,"Pollicoltore | Pollicoltrice"
11303003,61220,"Pollaiolo | Pollaiola"
11303004,61220,"Allevatore di polli | Allevatrice di polli"
11303005,92120,"Ausiliario di stabilimento d'incubazione | Ausiliaria di stabilimento d'incubazione"
11303006,61220,"Proprietario d'allevamento di pollame | Proprietaria d'allevamento di pollame"
11303007,61220,"Avicoltore | Avicoltrice"
11303008,92120,"Aiuto pollicoltore | Aiuto pollicoltrice"
11303009,61220,"Pollicoltore, maestro EPS | Pollicoltrice, maestra EPS"
11303010,92120,"Custode di pollicoltura"
11303011,13110,"Proprietario di stabilimento d'incubazione | Proprietaria di stabilimento d'incubazione"
11303012,61220,"Pollicoltore (esame di capacità) | Pollicoltrice (esame di capacità)"
11303013,61220,"Pollicoltore, maestro | Pollicoltrice, maestra"
11303014,31420,"Esperto in pollame | Esperta in pollame"
11303015,61220,"Consulente specializzato in pollame | Consulente specializzata in pollame"
11303016,61290,"Allevatore di ucelli ornamentali | Allevatrice di ucelli ornamentali"
11303017,61220,"Avicoltore AFC | Avicoltrice AFC"
11303018,61220,"Pollicoltore, maestro | Pollicoltrice, maestra"
11303019,61220,"Maestro avicoltore EPS | Maestra avicoltrice EPS"
11303020,61220,"Responsabile di azienda avicola APF"
11304001,62210,"Allevatore di crostacei | Allevatrice di crostacei"
11304002,62210,"Allevatore di pesci ornamentali | Allevatrice di pesci ornamentali"
11304003,62210,"Piscicoltore | Piscicoltrice"
11304004,62210,"Ostricoltore | Ostricoltrice"
11304005,62210,"Allevatore di avannotti | Allevatrice di avannotti"
11304006,62210,"Troticoltore | Troticoltrice"
11304007,62210,"Impiegato di piscicoltura | Impiegata di piscicoltura"
11304008,62210,"Guardiano di stagno | Guardiana di stagno"
11304009,62210,"Conchilicoltore | Conchilicoltrice"
11304010,62210,"Piscicoltore, produzione e allevamento di pesci | Piscicoltrice, produzione e allevamento di pesci"
11305001,96290,"Aiuto di canile"
11305002,51640,"Custode di animali"
11305003,51640,"Addestratore di cani | Addestratrice di cani"
11305004,51640,"Guardiano d'animali | Guardiana d'animali"
11305005,51640,"Addestratore di cani per ciechi | Addestratrice di cani per ciechi"
11305006,51640,"Assistente allevatore d'animali | Assistente allevatrice d'animali"
11305007,51640,"Estetista per cani"
11305008,51640,"Custode di giardino zoologico"
11305009,51640,"Pareggiatore di unghie | Pareggiatrice di unghie"
11305010,51640,"Tosatore di cani | Tosatrice di cani"
11305011,92120,"Mandriano | Mandriana"
11305012,51640,"Pareggiatore di unghioni | Pareggiatrice di unghioni"
11305013,92120,"Aiuto allevatore di animali da pelliccia | Aiuto allevatrice di animali da pelliccia"
11305014,51640,"Guardiano di orsi | Guardiana di orsi"
11305015,51640,"Custode di serraglio"
11305016,51640,"Custode di acquario"
11305017,32400,"Custode di stazione d'inseminazione"
11305018,31410,"Guardiano di volatili | Guardiana di volatili"
11305019,51640,"Guardiano di terrario | Guardiana di terrario"
11305020,51640,"Custode di voliera"
11305021,92120,"Tosatore di pecore | Tosatrice di pecore"
11305022,96290,"Aiuto guardiano di animali | Aiuto guardiana di animali"
11305023,51640,"Aiuto tolettista di cani"
11305024,51640,"Tolettista di cani"
11305025,51640,"Monitore di cani per ciechi | Monitrice di cani per ciechi"
11305026,51640,"Aiuto tolettista di cani"
11305027,51640,"Addestratore di cani | Addestratrice di cani"
11305028,61211,"Allevatore di animali | Allevatrice di animali"
11305029,96290,"Assistente di cura di animali"
11305030,61230,"Apicoltore | Apicoltrice"
11305031,61230,"Sericoltore | Sericoltrice"
11305032,61230,"Apicoltore | Apicoltrice"
11305033,61230,"Allevatore di api | Allevatrice di api"
11305034,61230,"Allevatore di larve di tenebrone mugnaio | Allevatrice di larve di tenebrone mugnaio"
11305035,51640,"Direttore di pensione per animali | Direttrice di pensione per animali"
11305036,51640,"Guardiano di animali | Guardiana di animali"
11305037,61290,"Falconiere | Falconiera"
11305038,51640,"Parrucchiere per animali | Parrucchiera per animali"
11305039,34210,"Conduttore di cani da slitta | Conduttrice di cani da slitta"
11305040,51640,"Interprete per animali"
11305041,61230,"Ispettore degli apiari | Ispettrice degli apiari"
11305042,61230,"Consulente in apicoltura"
11305043,61230,"Maestro apicoltore | Maestra apicoltrice"
11305044,61230,"Allevatore d'insetti | Allevatrice d'insetti"
11305045,51640,"Guardiano d'animali | Guardiana d'animali"
11305046,51640,"Istruttore di cani guida per ciechi, dipl. EPS | Istruttrice di cani guida per ciechi, dipl. EPS"
11305047,51640,"Guardiano di animali AFC | Guardiana di animali AFC"
11305048,51640,"Guardiano di animali da laboratorio | Guardiana di animali da laboratorio"
11305049,51640,"Guardiano di animali AFC, animali da compagnia | Guardiana di animali AFC, animali da compagnia"
11305050,51640,"Guardiano di animali AFC, animali da laboratorio | Guardiana di animali AFC, animali da laboratorio"
11305051,51640,"Guardiano di animali AFC, animali selvatici | Guardiana di animali AFC, animali selvatici"
11401001,61131,"Tecnico paesaggista | Tecnica paesaggista"
11401002,92140,"Operaio vivaista | Operaia vivaista"
11401003,61132,"Giardiniere commerciante | Giardiniera commerciante"
11401004,61131,"Giardiniere di parchi | Giardiniera di parchi"
11401005,61132,"Giardiniere di piante in vaso e di fiori da recidere | Giardiniera di piante in vaso e di fiori da recidere"
11401006,61131,"Creatore di giardini | Creatrice di giardini"
11401007,61132,"Giardiniere di piante erbacee e arbusti | Giardiniera di piante erbacee e arbusti"
11401008,92140,"Aiuto giardiniere | Aiuto giardiniera"
11401009,61130,"Giardiniere, capo APF | Giardiniera, capo APF"
11401010,61132,"Vivaista"
11401011,61132,"Vivaista"
11401012,61131,"Giardiniere paesaggista | Giardiniera paesaggista"
11401013,61132,"Potatore | Potatrice"
11401014,61121,"Giardiniere frutticoltore | Giardiniera frutticoltrice"
11401015,61132,"Giardiniere, vivaista/frutticoltore | Giardiniera, vivaista/frutticoltrice"
11401016,61132,"Sorvegliante di vivaio"
11401017,61130,"Giardiniere | Giardiniera"
11401018,61132,"Floricoltore | Floricoltrice"
11401019,61132,"Floricoltore | Floricoltrice"
11401020,61131,"Specialista in paesaggistica ambientale"
11401021,61132,"Rosicoltore | Rosicoltrice"
11401022,92140,"Aiuto giardiniere | Aiuto giardiniera"
11401023,61132,"Albericoltore | Albericoltrice"
11401024,92140,"Addetto alla cura dei prati | Addetta alla cura dei prati"
11401025,61132,"Coltivatore di bulbi | Coltivatrice di bulbi"
11401026,61121,"Coltivatore di frutti a bacche | Coltivatrice di frutti a bacche"
11401027,61131,"Giardiniere privato | Giardiniera privata"
11401028,61131,"Giardiniere di istituto | Giardiniera di istituto"
11401029,61131,"Giardiniere d'albergo | Giardiniera d'albergo"
11401030,61131,"Giardiniere di cimitero | Giardiniera di cimitero"
11401031,61131,"Giardiniere di ville | Giardiniera di ville"
11401032,61131,"Giardiniere di fabbrica | Giardiniera di fabbrica"
11401033,61131,"Giardiniere comunale | Giardiniera comunale"
11401034,61132,"Giardiniere sperimentatore | Giardiniera sperimentatrice"
11401035,61132,"Giardiniere specializzato in coltura di piante perenni | Giardiniera specializzata in coltura di piante perenni"
11401036,61132,"Giardiniere di piante in vaso | Giardiniera di piante in vaso"
11401037,61131,"Giardiniere decoratore | Giardiniera decoratrice"
11401038,61132,"Semenziere | Semenziera"
11401039,92140,"Operaio di parco giardino | Operaia di parco giardino"
11401040,92140,"Operaio giardiniere | Operaia giardiniera"
11401041,61132,"Giardiniere vivaista | Giardiniera vivaista"
11401042,61132,"Produttore di sementi | Produttrice di sementi"
11401043,61131,"Amministratore di giardini | Amministratrice di giardini"
11401044,61131,"Giardiniere paesaggista | Giardiniera paesaggista"
11401045,61131,"Giardiniere paesaggista, maestro | Giardiniera paesaggista, maestra"
11401046,92140,"Impiegato di centro di giardinaggio | Impiegata di centro di giardinaggio"
11401047,61130,"Giardiniere, maestro EPS | Giardiniera, maestra EPS"
11401048,92140,"Operaio di azienda orticola | Operaia di azienda orticola"
11401049,13110,"Capogiardiniere comunale | Capogiardiniera comunale"
11401050,61130,"Caposquadra giardinieri"
11401051,14200,"Responsabile di centro di giardinaggio"
11401052,92140,"Impiegato in azienda di costruzione e manutenzione di giardini | Impiegata in azienda di costruzione e manutenzione di giardini"
11401053,92140,"Ausiliario nella costruzione di giardini | Ausiliaria nella costruzione di giardini"
11401054,92140,"Operaio giardiniere | Operaia giardiniera"
11401055,61132,"Proprietario di vivaio | Proprietaria di vivaio"
11401056,61131,"Sistematore di aree verdi | Sistematrice di aree verdi"
11401057,61131,"Capogruppo giardiniere paesaggista | Capogruppo giardiniera paesaggista"
11401058,92140,"Operaio in orticoltura | Operaia in orticoltura"
11401059,61132,"Giardiniere idrocoltore | Giardiniera idrocoltrice"
11401060,61130,"Capogiardiniere, APF | Capogiardiniera, APF"
11401061,92140,"Operaio orticoltore | Operaia orticoltrice"
11401062,92140,"Aiuto giardiniere | Aiuto giardiniera"
11401063,92140,"Aiuto giardiniere | Aiuto giardiniera"
11401065,13110,"Proprietario di azienda orticola | Proprietaria di azienda orticola"
11401066,13110,"Imprenditore orticoltore | Imprenditrice orticoltrice"
11401067,21320,"Selezionatore di sementi | Selezionatrice di sementi"
11401068,61132,"Arboricoltore | Arboricoltrice"
11401069,61132,"Potatore di alberi da frutta | Potatrice di alberi da frutta"
11401070,92140,"Specialista nella cura degli alberi"
11401072,61132,"Specialista nella cura degli alberi"
11401073,61132,"Potatore | Potatrice"
11401074,92140,"Assistente selezionatore di sementi | Assistente selezionatrice di sementi"
11401075,61131,"Giardiniere di podere | Giardiniera di podere"
11401076,61131,"Giardiniere privato | Giardiniera privata"
11401077,61132,"Piantatore di alberi | Piantatrice di alberi"
11401078,61131,"Tecnico giardiniere paesaggista | Tecnica giardiniera paesaggista"
11401079,92110,"Raccoglitore di bacche | Raccoglitrice di bacche"
11401080,61132,"Specialista nella cura degli alberi APF"
11401081,61132,"Giardiniere, maestro EPS, per vivaismo | Giardiniera, maestra EPS, per vivaismo"
11401082,61131,"Giardiniere, maestro EPS, nella costruzione e manutenzione dei giardini | Giardiniera, maestra EPS, nella costruzione e manutenzione dei giardini"
11401083,61132,"Giardiniere, maestro EPS, per cespi perenni ed arbusti nani | Giardiniera, maestra EPS, per cespi perenni ed arbusti nani"
11401084,61132,"Giardiniere, maestro EPS, per piante in vaso e fiori recisi | Giardiniera, maestra EPS, per piante in vaso e fiori recisi"
11401085,61132,"Capogiardiniere, APF, vivaismo | Capogiardiniera, APF, vivaismo"
11401086,61131,"Capogiardiniere, APF, costruzione e manutenzione dei giardini | Capogiardiniera, APF, costruzione e manutenzione dei giardini"
11401087,61132,"Capogiardiniere, APF, cespi perenni ed arbusti nani | Capogiardiniera, APF, cespi perenni ed arbusti nani"
11401088,61132,"Capogiardiniere, APF, piante in vaso e fiori recisi | Capogiardiniera, APF, piante in vaso e fiori recisi"
11401089,61130,"Giardiniere, capo | Giardiniera, capo"
11401090,61130,"Giardiniere, maestro | Giardiniera, maestra"
11401091,61130,"Capogiardiniere | Capogiardiniera"
11401092,61132,"Giardiniere, vivaismo, maestro | Giardiniera, vivaismo, maestra"
11401093,61131,"Giardiniere nella costruzione e manutenzione dei giardini, maestro | Giardiniera nella costruzione e manutenzione dei giardini, maestra"
11401094,61132,"Giardiniere, per cespi perenni ed arbusti nani, maestro | Giardiniera per cespi perenni ed arbusti nani, maestra"
11401095,61132,"Giardiniere per piante in vaso e fiori recisi, maestro | Giardiniera per piante in vaso e fiori recisi, maestra"
11401096,61132,"Capogiardiniere, vivaismo | Capogiardiniera, vivaismo"
11401097,61131,"Capogiardiniere, costruzione e manutenzione dei giardini | Capogiardiniera, costruzione e manutenzione dei giardini"
11401098,61132,"Capogiardiniere, cespi perenni ed arbusti nani | Capogiardiniera, cespi perenni ed arbusti nani"
11401099,61132,"Capogiardiniere, piante in vaso e fiori recisi | Capogiardiniera, piante in vaso e fiori recisi"
11401100,61132,"Coltivatore | Coltivatrice"
11401101,61130,"Giardiniere | Giardiniera"
11401102,61132,"Giardiniere, floricoltura | Giardiniera, floricoltura"
11401103,61132,"Giardiniere, vivaismo | Giardiniera, vivaismo"
11401104,61132,"Giardiniere, piante perenni | Giardiniera, piante perenni"
11401105,61131,"Giardiniere, paesaggismo | Giardiniera, paesaggismo"
11401106,61132,"Giardiniere per piante in vaso e fiori recisi, maestro EPS | Giardiniera per piante in vaso e fiori recisi, maestra EPS"
11401107,61132,"Giardiniere per vivaismo, maestro EPS | Giardiniera per vivaismo, maestra EPS"
11401108,61132,"Giardiniere per cespi perenni ed arbusti nani, maestro EPS | Giardiniera per cespi perenni ed arbusti nani, maestra EPS"
11401109,61131,"Giardiniere per la costruzione e la manutenzione dei giardini, maestro EPS | Giardiniera per la costruzione e la manutenzione dei giardini, maestra EPS"
11401110,31410,"Tecnico di erbario | Tecnica di erbario"
11401111,61132,"Giardiniere specializzato in orchidee | Giardiniera specializzata in orchidee"
11401112,61132,"Innestatore di rose | Innestatrice di rose"
11401113,61132,"Innestatore di alberi | Innestatrice di alberi"
11401114,61132,"Rosicoltore | Rosicoltrice"
11401115,61132,"Giardiniere specializzato in fiori recisi | Giardiniera specializzata in fiori recisi"
11401116,61132,"Giardiniere di bonsai | Giardiniera di bonsai"
11401117,61132,"Giardiniere specializzato in cactus | Giardiniera specializzata in cactus"
11401118,61131,"Giardiniere di parco | Giardiniera di parco"
11401119,61131,"Giardiniere d'azienda | Giardiniera d'azienda"
11401120,61131,"Giardiniere addetto ai lavori pubblici | Giardiniera addetta ai lavori pubblici"
11401121,61131,"Giardiniere comunale | Giardiniera comunale"
11401122,61132,"Giardiniere di erbe aromatiche | Giardiniera di erbe aromatiche"
11401123,61131,"Paesaggista (giardiniere) | Paesaggista (giardiniera)"
11401124,61131,"Giardiniere naturale | Giardiniera naturale"
11401125,61131,"Giardiniere di castello | Giardiniera di castello"
11401126,61131,"Giardiniere d'ospedale | Giardiniera d'ospedale"
